Date;SSO;SSO_Volume;SDS;SDS_Volume;QLD;QLD_Volume;QID;QID_Volume;DDM;DDM_Volume;DXD;DXD_Volume;MVV;MVV_Volume;MZZ;MZZ_Volume;VIX Index
10/07/2020;33,095;7233604;91,35;2651864;42,0275;4558604;44,32;2408805;41,17;833373;91,35;613164;28,55;59637;47,96;3391;27,29
13/07/2020;32,535;11496476;92,95;4495133;40,2775;8267860;46,16;6526776;41,25;1418467;91,3;1226611;27,95;164417;49,0796;16928;32,19
14/07/2020;33,3525;9419952;90,55;4996921;40,865;10743688;45,52;7148510;43,01;1762098;87,35;1871117;28,8;98519;47,44;2075;29,52
15/07/2020;33,99;9626396;88,8;3507893;40,955;7305696;45,4;4198219;43,74;1169381;85,85;631404;30,58;187853;44,6;3188;27,76
16/07/2020;33,7575;5862268;89,5;2347069;40,3825;5644380;45,96;3108265;43,31;1813251;86,75;442431;30,37;38850;44,96;2369;28
17/07/2020;33,9275;4183172;88,9;1787679;40,5125;4705532;45,84;1833631;43,1;614663;87,1;378022;30,56;32915;44,4552;1067;25,68
20/07/2020;34,5;4782500;87,5;2256558;42,84;3868572;43,24;3383191;43,14;772173;87,2;448963;30,24;84744;45,08;4005;24,46
21/07/2020;34,6175;6612636;87,1;2184148;41,9375;5820628;44,12;3221149;43,63;883186;86,05;620133;30,96;73170;43,96;3739;24,84
22/07/2020;35,01;4256564;86,15;1575940;42,2325;3993424;43,84;1848732;44,2;605790;84,9;437147;31,45;103080;43,2548;4610;24,32
23/07/2020;34,195;8407660;88,15;3081719;40,005;8161900;46,12;4216738;43,05;1367341;87,05;886171;31,56;355433;43,1224;4488;26,08
24/07/2020;33,7475;5808712;89,3;2702941;39,235;7745000;47;5411608;42,44;919563;88,4;681699;30,995;25116;43,8;2569;25,84
27/07/2020;34,2225;3862908;88,05;1511832;40,65;5023264;45,32;2756264;42,82;559501;87,55;320508;31,64;20077;42,9916;1787;24,74
28/07/2020;33,805;3490916;89,15;1551995;39,64;3670168;46,48;2424346;42,17;771843;88,85;498197;30,96;44155;43,84;1626;25,44
29/07/2020;34,6175;3065016;86,95;1633671;40,5575;3464900;45,36;2498167;42,66;755985;87,8;346311;32,28;217276;42,0188;2548;24,1
30/07/2020;34,3775;6517328;87,5;2882575;40,965;4448596;44,84;3114988;41,94;1316782;89,25;691264;31,86;109051;42,48;4269;24,76
31/07/2020;34,925;7697828;86,1;2983470;42,42;5914856;43,24;3586464;42,31;1045352;88,45;733104;31,4584;44365;43,1832;4413;24,46
03/08/2020;35,4075;6820916;84,95;1751623;43,5425;3748476;42,16;2578825;43,08;642884;87,05;372230;32,19;115107;42,0436;2165;24,28
04/08/2020;35,67;3315244;84,35;1404815;43,88;3707092;41,76;1774877;43,59;392518;85,9;287191;32,49;20326;41,674;228;23,76
05/08/2020;36,12;3764136;83,2;2536036;44,11;3104940;41,56;1538201;44,78;668036;83,6;365259;33,38;19404;40,472;3919;22,99
06/08/2020;36,6025;3956236;82,1;2205072;45,2325;3844948;40,48;2386690;45,43;1029121;82,35;334165;33,18;25895;40,64;4371;22,65
07/08/2020;36,645;4749076;82;2011757;44,215;5651696;41,4;2514739;45,62;680352;81,9;564376;34;54665;39,72;958;22,21
10/08/2020;36,8625;3501796;81,55;1596290;43,82;5161884;41,76;2591917;46,82;788587;79,85;398574;34,27;91494;39,3276;3008;22,13
11/08/2020;36,2625;5872484;82,85;2256096;42,185;5966400;43,4;2973740;46,45;1254789;80,45;572103;34,26;44651;39,44;4369;24,03
12/08/2020;37,26;5458176;80,5;1920675;44,3075;4699972;41,12;2705876;47,46;676253;78,7;306541;34,71;83577;38,8468;1137;22,28
13/08/2020;37,1375;3114684;80,85;1615958;44,4825;4498132;41;2648186;47,21;546787;79,1;271920;34,57;18008;39,04;959;22,13
14/08/2020;37,135;3478992;80,85;1161523;44,4;2952028;41,08;1611484;47,31;481903;78,9;334687;34,4;22333;39,1824;415;22,05
17/08/2020;37,37;3002248;80,35;799353;45,385;2510568;40,12;1667077;47,08;305903;79,35;155237;34,58;21284;39,0276;1160;21,35
18/08/2020;37,515;2775946;79,95;1376535;46,27;2123998;39,32;2105219;46,83;439745;79,75;203889;33,95;18716;39,7212;470;21,51
19/08/2020;37,23;3353946;80,65;1340314;45,665;3121842;39,88;1805266;46,57;481537;80,25;303053;33,66;23080;40,0016;1635;22,54
20/08/2020;37,45;2295608;80,1;1391703;46,93;2139856;38,76;1956337;46,73;346380;79,95;280701;33,28;16163;40,4692;3048;22,72
21/08/2020;37,7;2816364;79,55;1245116;47,555;2402588;38,24;2186044;47,42;374707;78,7;329993;33,08;56324;40,7552;1084;22,54
24/08/2020;38,48;3085640;77,9;1378112;48,17;2574272;37,72;2381441;48,69;764458;76,6;302934;34;107860;39,6244;1228;22,37
25/08/2020;38,75;4686352;77,35;1470928;48,92;2477296;37,16;1779582;48,51;713664;76,85;299714;33,96;19720;39,6456;2174;22,03
26/08/2020;39,52;2356730;75,8;1522350;50,995;3168874;35,56;2714134;48,75;457534;76,5;200095;33,69;32969;39,918;266;23,27
27/08/2020;39,695;3468214;75,45;2283777;50,655;4669864;35,76;3426269;49,33;934869;75,65;671064;33,96;87469;39,564;729;24,47
28/08/2020;40,19;2132108;74,5;1294946;51,185;2885796;35,4;1948934;49,92;448986;74,55;466166;34,31;66909;39,16;3452;22,96
31/08/2020;39,915;2785284;75;1297252;52,08;3390570;34,8;3131326;49,08;544895;75,95;360610;33,6;31798;39,92;1136;26,41
01/09/2020;40,655;4001946;73,6;1536129;53,8;3713924;33,68;3177345;49,94;749027;74,55;452569;34,09;96752;39,32;3022;26,12
02/09/2020;41,83;4560890;71,5;2842725;54,805;5335596;33;3998580;51,5;979237;72,2;427867;34,99;33135;38,28;5206;26,57
03/09/2020;38,96;11741582;76,4;5519355;49,185;10667216;36,36;12813947;48,64;1977342;76,15;1018418;32,83;52468;40,7196;9881;33,6
04/09/2020;38,305;11240900;77,65;6558030;47,88;11185578;37,32;11965199;48,13;2035775;77;1204636;32,56;64589;41,12;6868;30,75
08/09/2020;36,215;13839712;81,8;4208852;43,315;7298352;40,84;9278198;45,95;1897194;80,4;701672;31,1;73332;42,9112;4078;31,46
09/09/2020;37,645;7437716;78,6;2869493;45,84;7893848;38,52;5243183;47,45;837595;77,95;530278;31,92;52518;41,8;3459;28,81
10/09/2020;36,32;7070394;81,4;4308814;43,96;7611446;40,08;6656564;46,06;869231;80,15;686557;31,19;61580;42,72;2040;29,71
11/09/2020;36,355;5163880;81,25;4125938;43,405;7660814;40,52;6474446;46,535;667614;79,4;624779;31,09;23607;42,84;2912;26,87
14/09/2020;37,3;3335894;79,15;2922629;44,915;5110210;39,16;2956211;47,66;421460;77,45;245837;32,35;21485;41,08;803;25,85
15/09/2020;37,695;3932296;78,3;1820791;46,195;4727556;38,04;3292296;47,69;333589;77,4;187018;32,4;81701;41;3148;25,59
16/09/2020;37,39;3825370;78,95;2172448;44,67;5588998;39,32;3231777;47,84;1160211;77,2;374695;32,58;265044;40,72;944;26,04
17/09/2020;36,755;5690570;80,3;3291654;43,34;6285790;40,48;5255547;47,33;777771;77,95;494248;32,19;34453;41,2504;2513;26,46
18/09/2020;35,89;5673324;82,25;3038290;42,195;8365644;41,6;5157653;46,54;799539;79,25;323547;31,51;39312;42,16;1494;25,83
21/09/2020;35,09;7636584;83,95;4559971;42,56;7596320;41,2;6075644;44,77;1412025;82,3;746744;29,93;150852;44,2416;3584;27,78
22/09/2020;35,8;4075980;82,25;1880563;44,085;4918518;39,64;3661724;45,26;842775;81,4;355103;30,35;24147;43,6;3965;26,86
23/09/2020;34,135;5257842;86,1;3228349;41,375;5876898;42,12;3960658;43,51;634594;84,5;475131;28,9696;40075;45,502;10012;28,58
24/09/2020;34,315;4901306;85,6;5664311;41,79;7470238;41,68;5686267;43,69;2245291;84;651385;29;37009;45,5056;7412;28,51
25/09/2020;35,42;3209772;82,9;2699087;43,77;4983366;39,72;4175553;44,85;809167;81,85;519979;29,82;48864;44,2608;3251;26,38
28/09/2020;36,61;4039622;80,15;2075903;45,525;3840224;38,12;3143146;46,2;438811;79,3;317576;31,26;44463;42,1988;4148;26,19
29/09/2020;36,215;3553704;80,95;1639532;45,115;4000070;38,48;1653834;45,74;411843;80,2;280499;30,83;13999;42,6;3475;26,27
30/09/2020;36,735;11066394;79,75;4284279;45,825;5541566;37,8;3142398;46,79;800687;78,3;684177;31,27;49971;42,12;5098;26,37
01/10/2020;37,225;4404446;78,8;2038821;47,215;5386230;36,68;2673335;46,97;606545;78,05;301576;32,04;209662;41,04;1825;26,7
02/10/2020;36,5;5196114;80,2;3868120;44,555;7540276;38,72;5253231;46,49;811128;78,8;555018;32,63;92987;40,1564;3381;27,63
05/10/2020;37,795;3312796;77,4;1667392;46,485;4291082;37,04;1947858;48,08;829878;76,1;266057;34,18;50488;38,44;3392;27,96
06/10/2020;36,715;7554940;79,6;3303024;44,76;5522940;38,4;3268341;46,76;893458;78,2;548910;33,82;66972;38,6832;8450;29,48
07/10/2020;37,995;3606630;76,8;1732999;46,4;2693228;37;1813227;48,51;453497;75,15;349267;35,05;51826;37,32;1800;28,06
08/10/2020;38,66;3066822;75,5;1630490;46,82;3124948;36,68;1892507;49,03;598360;74,45;258946;35,77;52043;36,64;6338;26,36
09/10/2020;39,365;4483288;74,15;1985625;48,24;4102168;35,52;2035718;49,56;683457;73,65;311951;35,94;40222;36,4;1424;25
12/10/2020;40,625;3789824;71,65;2244353;51,205;5947526;33,4;2620243;50,44;543671;72,25;378702;36,43;77181;35,9508;1177;25,07
13/10/2020;40,085;3766288;72,65;1817224;51,17;5227570;33,36;2749587;49,83;471642;73,15;266444;35,81;66723;36,48;2396;26,07
14/10/2020;39,605;3783538;73,55;2005750;50,355;4849364;33,88;2593936;49,28;473786;74;260795;35,46;43719;36,8;1987;26,4
15/10/2020;39,48;4720574;73,65;2845788;49,645;4831334;34,36;2580206;49,22;528979;74;360682;36,17;89531;36,12;1834;26,97
16/10/2020;39,44;4356998;73,85;1529216;49,125;5482726;34,8;2000294;49,58;429117;73,45;182982;36;128296;36,316;535;27,41
19/10/2020;38,23;5808138;76,05;2440323;47,47;4763272;35,92;3567973;48,27;601070;75,5;256300;35,18;65046;37,2;446;29,18
20/10/2020;38,525;5639554;75,4;2447377;47,765;5173308;35,72;2784518;48,53;463023;74,95;365002;35,48;65543;36,76;2352;29,35
21/10/2020;38,385;4925550;75,7;1811548;47,645;3986680;35,72;2104865;48,23;402550;75,45;216619;35,07;39593;37,32;2069;28,65
22/10/2020;38,815;4807626;74,85;2079778;47,66;4826258;35,72;2458735;48,82;303069;74,55;224328;36,18;22198;36,11;556;28,11
23/10/2020;39,06;3013408;74,35;1293674;47,875;3054816;35,56;1999642;48,72;218815;74,7;181841;36,68;23511;35,6404;2204;27,55
26/10/2020;37,635;8854474;77,1;3355226;46,36;6709942;36,68;2897508;46,47;570630;78,1;523067;35,11;29668;37,12;4166;32,46
27/10/2020;37,365;4002544;77,55;2277042;47,075;4949652;36,12;2012037;45,73;343640;79,45;271433;34,18;14858;38,04;3745;33,35
28/10/2020;34,825;12119288;82,9;4462455;43,43;8365866;38,96;3862991;42,66;793896;84,7;554181;32,38;33125;40,08;4392;40,28
29/10/2020;35,52;8065938;81,15;3734333;44,875;5965480;37,6;2843886;42,93;1068555;84;554634;32,99;61395;39,2;6211;37,59
30/10/2020;34,76;9244892;82,9;4687667;42,75;7096934;39,4;4960929;42,48;1414028;84,95;625438;32,48;36921;39,88;3532;38,02
02/11/2020;35,545;5073652;81;3753262;42,87;4297456;39,28;3083773;43,8;623905;82,25;618560;33,81;99733;38,32;2851;37,13
03/11/2020;36,79;5446742;78,15;3603384;44,305;4325398;37,96;3503349;45,62;600411;78,95;602503;35,31;226162;36,56;2720;35,55
04/11/2020;38,435;10160432;74,65;5905262;48,27;6328234;34,52;5039770;46,85;883459;76,65;623846;35,31;114049;36,6;2134;29,57
05/11/2020;39,94;7677108;71,7;4071191;50,81;5087978;32,76;3403238;48,69;537625;73,7;479036;37,37;171725;34,4;8798;27,58
06/11/2020;39,935;5131974;71,7;2705177;50,895;3789294;32,72;2235719;48,48;596408;74,05;337724;36,95;26748;34,8;4914;24,86
09/11/2020;40,935;14208780;69,95;5908499;48,74;7076108;34,08;6041805;51,39;1711652;69,7;740499;39,07;166628;32,84;11202;25,75
10/11/2020;40,8;5245592;70,15;2985561;47,07;5742756;35,2;4373361;52,27;876486;68,3;309251;39,96;89251;32,082;6017;24,8
11/11/2020;41,4;2594030;69,15;1727038;49,155;3615122;33,6;2053594;52,22;307492;68,45;256656;39,87;28758;32,1536;3230;23,45
12/11/2020;40,61;4332566;70,45;3108721;48,69;3164132;33,96;2227382;51,07;617622;69,95;407288;38,52;33027;33,28;1853;25,35
13/11/2020;41,73;3086498;68,5;2555189;49,585;2271978;33,32;1914329;52,51;515290;67,95;379514;40,13;28696;31,84;1158;23,1
16/11/2020;42,75;3561694;66,85;1949129;50,245;2863192;32,92;1922421;54,24;565000;65,7;319789;41,8;43149;30,6528;3032;22,45
17/11/2020;42,315;3404446;67,5;1648038;49,92;2110018;33,04;1702262;53,67;451939;66,4;280113;41,97;62250;30,4436;1550;22,71
18/11/2020;41,27;3478986;69,1;1978736;49,215;2629766;33,6;1560753;52,34;435451;67,95;266524;40,81;57996;31,2;1135;23,84
19/11/2020;41,605;3369362;68,55;2071135;49,96;2390372;33,08;2096125;52,56;326754;67,8;270371;41,49;53786;30,7336;841;23,11
20/11/2020;41,045;1859614;69,55;1487929;49,32;1957184;33,52;1289495;51,78;383691;68,75;210731;41,45;12511;30,7272;7899;23,7
23/11/2020;41,55;2527108;68,65;2044028;49,315;3276334;33,48;1887057;52,93;685396;67,15;324943;42,77;166946;29,72;5621;22,66
24/11/2020;42,87;3384642;66,45;1958348;50,725;2669320;32,52;1816399;54,59;617568;65,15;421593;44,13;43412;28,7852;10589;21,64
25/11/2020;42,745;2059076;66,65;1217036;51,36;2511778;32,12;1584861;53,92;390209;65,9;276633;43,56;34219;29,2;5921;21,25
27/11/2020;42,98;1165942;66,35;597079;52,27;1663194;31,56;799078;54,07;292988;65,65;71467;43,68;12619;29,078;1810;20,84
30/11/2020;42,585;3867400;66,85;1536698;52,405;2574040;31,4;2149308;53,16;434532;66,7;311089;42,21;27335;30,0676;3396;20,57
01/12/2020;43,52;3932424;65,4;2312940;53,9;2317384;30,56;2050486;53,84;561238;65,9;278807;43,31;97126;29,32;1412;20,77
02/12/2020;43,695;3507708;65,15;1505639;53,94;2407584;30,48;1518077;54,07;468618;65,6;219302;43,14;74895;29,4032;314;21,17
03/12/2020;43,675;2049576;65,2;1727656;54,065;2570188;30,48;1621319;54,36;360199;65,3;287077;43,6;230398;29,1536;2747;21,28
04/12/2020;44,42;1695482;64,05;1873804;54,575;1700562;30,16;1172008;55,28;363396;64,15;255679;45,23;29662;27,92;4424;20,79
07/12/2020;44,255;2486734;64,25;1548736;55,15;1814092;29,8;1447047;54,76;287997;64,7;203537;44,91;113173;28,176;595;21,3
08/12/2020;44,49;1666896;63,9;1328070;55,49;1940768;29,64;1532744;55,13;280352;64,3;205248;45,34;94751;27,8236;1257;20,68
09/12/2020;43,7;5275554;65;2223540;53,055;4241836;30,92;3073356;54,66;471181;64,85;268685;45,06;27690;28,04;3873;22,27
10/12/2020;43,675;3841058;65,1;1919992;53,4;3669910;30,68;2314229;54,53;463563;65;272320;45,26;50472;27,8812;831;22,52
11/12/2020;43,545;3440786;65,25;1718701;53,205;3133694;30,84;1540714;54,65;558014;64,85;312317;45,01;37986;28,082;604;23,31
14/12/2020;43,165;4723214;65,9;1761798;53,9;2759626;30,4;1842967;54,02;448865;65,55;206565;44,83;18651;28,1484;1382;24,72
15/12/2020;44,325;3448244;64,05;1747464;55,1;1939242;29,72;1002480;55,23;283113;64,05;135598;46,93;21767;26,88;6714;22,89
16/12/2020;44,47;3234478;63,9;1419101;55,71;2658642;29,44;1067530;55,08;246761;64,2;153149;46,58;31305;27,0396;829;22,5
17/12/2020;44,98;2440220;63,2;1104586;56,435;2194152;29,08;963790;55,57;232646;63,7;237501;47,35;18009;26,6332;1953;21,93
18/12/2020;44,665;7885706;63,65;2086060;56,045;3786642;29,2;1169879;55,22;396105;64,1;273831;46,8;21208;26,8392;2280;21,57
21/12/2020;44,3;6951038;64,05;2904880;55,9;3682630;29,28;1583881;55,25;1994195;64;399035;46,62;97420;27;671;25,16
22/12/2020;44,14;3721386;64,3;1422304;56,17;3198420;29,16;1019991;54,49;218162;64,9;170465;47,16;36780;26,68;1387;24,23
23/12/2020;44,16;3477942;64,15;1589032;55,61;2316450;29,48;1241426;54,89;302123;64,4;222301;47,95;181613;26,1704;2501;23,31
24/12/2020;44,5;969496;63,7;588934;56,095;1306282;29,2;483008;55,19;83514;63,95;113200;48,09;18369;26,1608;1854;21,53
28/12/2020;45,275;2164054;62,6;1274735;57,235;2255382;28,64;1332648;55,85;326979;63,2;193972;47,74;41638;26,28;1079;21,7
29/12/2020;45,115;5696484;62,8;1657773;57,34;2396514;28,56;1761376;55,65;224306;63,35;253129;46,74;40806;26,92;4244;23,08
30/12/2020;45,22;1855428;62,7;1253563;57,29;1607304;28,56;982897;55,87;240006;63,1;183197;47,5;58782;26,3892;866;22,77
31/12/2020;45,675;3542042;61,95;1506568;57,555;2325928;28,4;1145137;56,46;206981;62,4;209889;47,67;78567;26,2596;16556;22,75
04/01/2021;44,43;8895956;63,65;3511209;55,935;5089934;29,2;2740380;55,2;706296;63,8;500108;46,12;451390;27,16;4779;26,97
05/01/2021;45,03;4258888;62,85;2189173;56,845;4471448;28,76;1541258;55,81;492777;63,2;358952;47,54;44098;26,3684;2217;25,34
06/01/2021;45,575;7286376;62,1;3384234;55,32;4982978;29,48;3483353;57,43;512529;61,3;578903;51,3;160874;24,28;9468;25,07
07/01/2021;46,915;4469508;60,2;2332732;58,02;3212234;28,04;2538587;58,19;308430;60,45;358536;52,42;51348;23,72;7639;22,37
08/01/2021;47,465;3696856;59,5;2739932;59,48;4540658;27,32;2517660;58,39;489313;60,3;287244;52,2;40084;23,836;1889;21,56
11/01/2021;46,815;4400064;60,25;2066586;57,71;4082604;28,2;2036300;58,09;433076;60,55;247047;52,42;38223;23,68;1794;24,08
12/01/2021;46,82;3211810;60,3;1707750;57,57;3418634;28,2;1224388;58,31;392725;60,3;196649;53,65;33191;23,16;5274;23,33
13/01/2021;47,085;2370680;60;1486214;58,315;2434212;27,84;989153;58,27;211485;60,45;158990;52,61;39330;23,5948;829;22,21
14/01/2021;46,735;2255756;60,35;1407242;57,675;2728208;28,12;1182072;58,05;397297;60,6;174264;53,59;24765;23,23;4562;23,25
15/01/2021;46,055;3039402;61,3;2464019;56,78;2694578;28,6;2165049;57,36;454961;61,35;356753;52,53;36362;23,6;5142;24,34
19/01/2021;46,785;2578820;60,3;1411855;58,46;3342574;27,72;1327807;57,81;269738;60,8;290611;53,44;76134;23,24;3133;23,24
20/01/2021;48,065;2798696;58,65;1788892;61,135;2792110;26,48;1986726;58,72;266508;59,9;219803;54,48;37495;22,72;4192;21,58
21/01/2021;48,16;2675300;58,5;1956407;62,165;3407392;26,01;3518258;58,71;213221;59,9;129899;53,8;21047;22,9962;440;21,32
22/01/2021;47,81;2840326;58,95;1712317;61,775;2788466;26,18;3252114;58,03;236624;60,55;170147;54,16;21503;22,867;2880;21,91
25/01/2021;48,18;3865296;58,4;2756020;62,87;7134276;25,72;8248036;57,88;586153;60,7;395867;53,78;55233;23,0746;11613;23,19
26/01/2021;48,035;2016324;58,7;1332729;62,96;4666572;25,68;3117770;57,78;310600;60,75;160720;52,63;18874;23,5154;1774;23,02
27/01/2021;45,675;7098682;61,5;4955904;59,57;6065314;27,04;9077995;55,52;823676;63,1;574439;50,03;165721;24,6596;9207;37,21
28/01/2021;46,43;4298502;60,45;4428320;60,165;4635576;26,76;6990431;56,53;891342;62,05;532408;50,74;57599;24,32;31433;30,21
29/01/2021;44,625;6525614;62,8;5429169;57,685;5643586;27,89;11865950;54,19;604872;64,55;562323;48,77;48771;25,28;7888;33,09
01/02/2021;46,07;4224424;60,85;2646172;60,52;4548208;26,5;5820736;55;300491;63,6;376094;50,84;110045;24,18;4648;30,24
02/02/2021;47,38;3372126;59,05;2732872;62,505;3495824;25,63;4839744;56,79;267081;61,6;389909;52,18;162565;23,5988;1219;25,56
03/02/2021;47,47;2748206;59;2121534;61,965;3770280;25,86;4433194;56,9;358946;61,35;205690;52,15;37120;23,575;623;22,91
04/02/2021;48,54;2103792;57,65;2004177;63,445;2412110;25,22;3131794;58,13;227707;60,05;230316;53,62;22795;22,9524;5978;21,77
05/02/2021;48,91;2790044;57,15;1716756;63,89;3716980;25,07;3681659;58,46;198536;59,7;213319;54,75;26358;22,42;1262;20,87
08/02/2021;49,615;2398340;56,3;1536117;64,69;2524554;24,74;3003979;59,34;291532;58,85;439837;56,51;46654;21,7;6487;21,24
09/02/2021;49,535;1995482;56,45;1295080;64,67;1746274;24,75;2516812;59,37;141229;58,8;116516;56,77;21408;21,6328;426;21,63
10/02/2021;49,52;3228568;56,45;2323523;64,355;2629428;24,85;5355906;59,59;277520;58,6;204071;56,67;36433;21,6864;5501;21,99
11/02/2021;49,675;2178166;56,25;2186294;65,07;2150958;24,57;4307855;59,63;198167;58,5;234846;57,34;20389;21,36;3156;21,25
12/02/2021;50,17;2133424;55,75;1694390;65,79;1690864;24,29;2830690;59,8;206647;58,35;205125;57,7;16218;21,2326;1030;19,97
16/02/2021;50,08;2726198;55,75;2196842;65,45;2309398;24,44;4055098;60,03;271073;58,1;295632;57,54;24363;21,2914;1366;21,46
17/02/2021;50,11;2786926;55,8;2292782;64,815;3156016;24,67;6558199;60,39;315088;57,75;451452;56,89;19600;21,5016;2803;21,5
18/02/2021;49,67;2916016;56,25;2674550;64,225;2665242;24,88;6401302;59,96;464017;58,2;327191;55,67;24852;22,0034;3516;22,49
19/02/2021;49,45;3211134;56,45;2216336;63,685;2244860;25,11;4651117;59,95;394740;58,15;336397;57,33;18397;21,362;1027;22,05
22/02/2021;48,735;3466690;57,35;2103179;60,385;4364470;26,4;6761108;60,09;322277;58;299228;56,96;28823;21,5;3368;23,45
23/02/2021;48,84;7693454;57,15;4102482;60,01;8701562;26,55;19092901;60,16;914351;58;784768;57,08;94430;21,36;5890;23,11
24/02/2021;49,905;5205012;55,9;2924875;60,99;4828630;26,12;10301298;61,72;675816;56,4;546839;59,2;49571;20,588;2099;21,34
25/02/2021;47,51;7579400;58,65;4803916;56,67;8148430;27,96;19239482;59,61;1430604;58,35;853483;55,61;33900;21,84;2878;28,89
26/02/2021;46,985;7974828;59,2;4221442;57,27;9623690;27,64;19781523;57,83;759983;60,05;737773;55,39;145052;21,8256;1754;27,95
01/03/2021;49,27;4295588;56,3;3245724;60,655;4463910;26,01;6158222;60,12;464679;57,75;537412;58,59;167263;20,74;10385;23,35
02/03/2021;48,505;5553786;57,2;3825291;58,69;3829904;26,88;7810398;59,64;478665;58,2;350019;56,94;77628;21,26;5316;24,1
03/03/2021;47,225;5828552;58,7;3441163;55,31;5715692;28,43;10732579;59,13;924030;58,65;532060;55,88;101866;21,6;3755;26,67
04/03/2021;46,05;9538466;60,25;7611799;53,455;13226814;29,37;26198663;57,85;1358496;59,95;1310320;53,38;65336;22,6128;2810;28,57
05/03/2021;47,735;6855318;57,95;5194153;55,095;8601818;28,44;26311226;59,96;1608055;57,8;1555429;56,065;56066;21,46;3721;24,66
08/03/2021;47,265;6733810;58,5;4021832;51,96;5806944;30,06;14970076;61,14;1262063;56,6;1766946;56,95;118819;21,14;3958;25,47
09/03/2021;48,6;5420550;56,9;3198718;56,07;4376744;27,69;11043139;61,26;595823;56,45;415094;57,74;41135;20,86;2801;24,03
10/03/2021;49,205;4900602;56,15;3451062;55,735;7108586;27,85;15861600;63,1;869070;54,8;925705;59,31;53196;20,2852;1638;22,56
11/03/2021;50,215;4859966;55,05;3084278;58,32;4129706;26,55;7801335;63,84;523376;54,1;518558;61,13;56473;19,68;6977;21,91
12/03/2021;50,36;3484732;54,9;2703712;57,345;4678692;26,99;8179835;65,03;582994;53,1;481734;62,21;52996;19,28;3969;20,69
15/03/2021;50,965;2988272;54,15;2113341;58,585;2525770;26,41;7982929;65,67;502742;52,55;340094;63,94;88162;18,78;5656;20,03
16/03/2021;50,84;3396356;54,3;3181693;59,225;3575244;26,12;10452854;65,2;458499;53;293716;62,28;39385;19,2482;1531;19,79
17/03/2021;51,13;3874068;54;3886996;59,695;4021022;25,9;8895605;65,95;560669;52,3;311108;63,13;36220;19,04;2470;19,23
18/03/2021;49,645;4505060;55,6;4250061;56,015;6216530;27,5;11409416;65,38;638482;52,85;543275;60,73;56771;19,76;2374;21,58
19/03/2021;49,45;3941714;55,75;3662709;56,52;4958322;27,26;12111959;64,35;759793;53,6;557154;60,57;69035;19,7;3923;20,95
22/03/2021;50,255;3050036;54,85;2236095;58,55;4235938;26,27;8061003;64,83;474718;53,25;234409;60,05;35966;19,94;1477;18,88
23/03/2021;49,435;3933896;55,75;3071195;57,945;4800278;26,54;8678669;63,53;799951;54,25;363974;56,79;77359;20,99;1301;20,3
24/03/2021;48,94;3832202;56,25;3452351;56,025;4357356;27,42;10699105;63,57;425389;54,25;311117;56,27;53753;21,1666;1684;21,2
25/03/2021;49,47;5556812;55,7;3766972;55,865;5429052;27,48;13888452;64,36;935943;53,55;518154;58,56;59245;20,3386;3146;19,81
26/03/2021;51,055;5090686;53,85;2901029;57,53;4398152;26,65;11757579;66,11;825888;52,15;422165;61,31;105430;19,42;2670;18,86
29/03/2021;51,005;5156052;53,9;3732566;57,48;4043126;26,69;9346927;66,52;836529;51,75;346247;58,93;36142;20,14;819;20,74
30/03/2021;50,735;3556810;54,2;2651849;56,92;3206234;26,92;7950864;66,13;647716;52;325301;60,43;26703;19,7216;1012;19,61
31/03/2021;51,155;3559972;53,75;2175565;58,595;3196802;26,13;6116777;65,89;419498;52,25;316538;60,42;29391;19,6;1999;19,4
01/04/2021;52,225;4603090;52,55;2090411;60,65;3203038;25,22;5084525;66,43;615883;51,8;296825;62,18;81567;19,105;1157;17,33
05/04/2021;53,725;4275850;51,15;2299149;63,08;3624282;24,2;4280480;67,93;527806;50,7;329640;63,05;122077;18,79;349;17,91
06/04/2021;53,665;2893870;51,2;1555894;62,945;2562068;24,26;3042678;67,53;322868;50,9;228927;63,07;44281;18,78;1012;18,12
07/04/2021;53,795;2234178;51,05;1579525;63,255;2254106;24,14;3625328;67,57;257925;50,9;132006;62,0965;29618;19,02;901;17,16
08/04/2021;54,295;2369052;50,6;1858351;64,585;1752804;23,62;4472608;67,87;292475;50,65;177454;62,7;29558;18,88;2086;16,95
09/04/2021;55,085;3012694;49,8;1596942;65,375;2988806;23,33;3849189;68,98;300166;49,8;212007;63,18;32363;18,7008;646;16,69
12/04/2021;55,135;2996586;49,75;1706756;65,185;1973578;23,39;3770170;68,83;245182;49,9;143855;63,63;30741;18,5872;803;16,91
13/04/2021;55,44;2425700;49,45;1649982;66,705;2284982;22,85;4402637;68,52;321476;50,15;113533;63,06;17939;18,7308;1142;16,65
14/04/2021;55,09;3939744;49,8;2836194;65,1;2873722;23,39;6376645;68,8;402486;50;161212;63,79;32478;18,6;1897;16,99
15/04/2021;56,25;2863510;48,7;2628386;67,055;3013448;22,67;6608669;70,02;194491;49,1;204605;64,74;24776;18,309;3124;16,57
16/04/2021;56,645;2895438;48,4;2208761;67,235;2228864;22,62;4840344;70,64;305452;48,6;111985;65,59;160409;18;3503;16,25
19/04/2021;56,095;3933562;48,9;3114541;65,995;3181804;23,04;8719710;70,18;379712;48,9;219666;64,95;41134;18,18;3553;17,29
